control_fixNodeLength,control_bugNodeLength,control_bugNodeStartChar,control_bugLineNum,Control_model_accuracy,fileDepth_fixNodeLength,fileDepth_bugNodeLength,fileDepth_bugNodeStartChar,fileDepth_bugLineNum,fileDepth_fileDepthNumber,FileDepth_model_accuracy
0.2637276064714016,0.2741310786350476,0.23948980903836659,0.22265150585518434,0.6102729885057471,0.2485186772046738,0.25579938145052067,0.19788534205347605,0.1893751565407043,0.10842144275062521,0.634698275862069
0.2618872882645717,0.27433622389146656,0.24017976554836537,0.22359672229559652,0.6047054597701149,0.2447948270159395,0.2581625524746254,0.19978476664426567,0.18845526752707908,0.10880258633809037,0.6246408045977011
0.26681339714318847,0.2694852729351661,0.2402759992148643,0.2234253307067811,0.608117816091954,0.24888903963499906,0.25544939892786095,0.20027113771381838,0.18886060051604273,0.10652982320727895,0.6276939655172413
0.26619708536673137,0.27220224178076907,0.24076897020917104,0.22083170264332852,0.5989583333333334,0.25114254756953847,0.25506500980965735,0.19945414244593387,0.18727823324300227,0.10706006693186806,0.6275143678160919
0.26239162591335835,0.2764608239982503,0.2397704835220905,0.22137706656630093,0.6117097701149425,0.2463926802888615,0.2614056639821098,0.19750736116193363,0.18805285244554834,0.10664144212154683,0.6258979885057471
0.26377006399191627,0.27439253571535915,0.2392322901287134,0.22260511016401124,0.6075790229885057,0.2503813582829688,0.25453209701415996,0.2001818535275567,0.18819399752785124,0.10671069364746343,0.6298491379310345
0.25913710493215275,0.27737145340492786,0.23982061378292396,0.22367082787999543,0.6079382183908046,0.24869672431419118,0.25451896390188433,0.1999739209584816,0.18857097616495797,0.10823941466048502,0.6343390804597702
0.26461810363971494,0.27298563532486414,0.240806296454236,0.22158996458118488,0.6090158045977011,0.247285553357381,0.2541240761090594,0.20113224051771378,0.1893163930963765,0.1081417369194694,0.6282327586206896
0.26386573111646594,0.27428728726058677,0.2393264250480597,0.2225205565748876,0.6161997126436781,0.2517244756272968,0.2524075309214077,0.19982561463496165,0.18713660418806835,0.1089057746282656,0.6364942528735632
0.26126302632006376,0.2742263431430125,0.24140828281143303,0.22310234772549065,0.6215876436781609,0.25246847014101337,0.251107513448401,0.20041054574811248,0.18859248499298445,0.10742098566948881,0.6373922413793104
0.2641068573402215,0.27340952295654997,0.24035145730652868,0.22213216239669997,0.6113505747126436,0.2514330411834476,0.25234433116117366,0.20031108204799955,0.1880125499751957,0.1078989956321834,0.6364942528735632
0.2612716084961659,0.27645002790111733,0.24084441944268858,0.2214339441600283,0.6054238505747126,0.24680704421812116,0.2561821427586288,0.1995941893538108,0.18700668647086185,0.11040993719857745,0.6287715517241379
0.26713664481808086,0.26918221486820537,0.2414924327729974,0.22218870754071635,0.6032686781609196,0.24676167872751975,0.2551316852675432,0.19984472397299885,0.1876002068800585,0.11066170515187979,0.626257183908046
0.25748167774541936,0.2761552469902699,0.24358344822461092,0.2227796270396999,0.6232040229885057,0.24926066668544883,0.25396223360668807,0.202145692126699,0.19045273883065503,0.10417866875050902,0.6409841954022989
0.2628178898975618,0.2718007871479518,0.24251121523003008,0.22287010772445634,0.5982399425287356,0.2502816957359076,0.2535035104085829,0.19977910572518617,0.18788958017374965,0.10854610795657374,0.6269755747126436
0.26693993433081564,0.27194822948133424,0.240798317173552,0.2203135190142982,0.6025502873563219,0.2498147820151688,0.2546622547192028,0.19949755601436567,0.18688639569135473,0.10913901155990798,0.630926724137931
0.26302793864610985,0.2733133719061904,0.24047052051528317,0.22318816893241655,0.6072198275862069,0.2450701933211965,0.2570466885813349,0.20069874209805472,0.18807557723038212,0.10910879876903173,0.6312859195402298
0.2621906994575783,0.2761616676315857,0.23971618745235027,0.22193144545848575,0.6084770114942529,0.2500366631611025,0.2549843579674055,0.19833433404320713,0.18885177478225712,0.10779287004602785,0.6390086206896551
0.26260304109683613,0.27374635677785314,0.24091451096194907,0.2227360911633618,0.6068606321839081,0.24933044769737314,0.255593163233766,0.19971286584903855,0.1889692557892604,0.10639426743056185,0.6264367816091954
0.2654126364829149,0.27042825995723724,0.24144291321761094,0.22271619034223689,0.6030890804597702,0.2453266909700517,0.25494740672445465,0.2010308870056123,0.18737515714889302,0.11131985815098824,0.6248204022988506
0.26473230976018086,0.27394914710069634,0.2406126871328325,0.22070585600629036,0.6090158045977011,0.24830869355151972,0.2560797343020875,0.1997635077627443,0.188102807298195,0.10774525708545336,0.630926724137931
0.2628927654672325,0.2751286189169564,0.2409704005960382,0.22100821501977302,0.6109913793103449,0.2498828538310373,0.2568263251736036,0.2001755984383864,0.18809908072323403,0.10501614183373861,0.6377514367816092
