control_fixNodeLength,control_bugNodeLength,control_bugNodeStartChar,control_bugLineNum,Control_model_accuracy,fileDepth_fixNodeLength,fileDepth_bugNodeLength,fileDepth_bugNodeStartChar,fileDepth_bugLineNum,fileDepth_fileDepthNumber,FileDepth_model_accuracy
0.2638404434996606,0.2747681675997583,0.23935087796410517,0.22204051093647587,0.580010775862069,0.24727166861145072,0.25836928375958373,0.19970180062367257,0.18783728863201718,0.10681995837327571,0.6065463362068966
0.26628716822496945,0.27386658236536493,0.23764821593687344,0.2221980334727921,0.5977909482758621,0.2475948910412451,0.2577480943849629,0.19880316206599347,0.1889248137898515,0.10692903871794707,0.6109913793103449
0.2641434664535415,0.27738279431972884,0.23779721487278163,0.22067652435394802,0.5821659482758621,0.2492316235291563,0.2545052906349692,0.19869965896638442,0.18779539076023852,0.10976803610925154,0.6049299568965517
0.26121218886246317,0.27784200863692465,0.23835723782367865,0.2225885646769334,0.5942887931034483,0.24680861086322528,0.254833345080006,0.19721887774737232,0.1871137399090365,0.11402542640036,0.6138200431034483
0.2620532042166925,0.27560926959720966,0.24135274977745005,0.22098477640864791,0.5928071120689655,0.24868764568412394,0.2554828587965579,0.20103067894337215,0.18688111664974033,0.10791769992620567,0.6109913793103449
0.2616024237715937,0.2734096312051033,0.241379701822749,0.22360824320055395,0.5959051724137931,0.2476777288706671,0.25287748864881293,0.20074542490904668,0.18802377991619795,0.1106755776552754,0.6161099137931034
0.26485982410412984,0.2734894322137718,0.23991279789258235,0.22173794578951603,0.5855334051724138,0.2521009723224812,0.25158971061058494,0.19820796253254783,0.18633218795493856,0.11176916657944748,0.6127424568965517
0.26155354555926164,0.27752493416298074,0.24104463697001283,0.21987688330774488,0.58984375,0.2492657060084391,0.2564859895256298,0.1988687899547245,0.18640318534696934,0.10897632916423722,0.6142241379310345
0.2638478586532907,0.2738975655048488,0.24027031726782347,0.22198425857403706,0.5967133620689655,0.25222525855004757,0.2515650313807067,0.20073269780438616,0.18732268053009876,0.10815433173476093,0.6140894396551724
0.26305366401994895,0.2763333928452829,0.2382877661229942,0.22232517701177404,0.5855334051724138,0.24966646677098756,0.25779558585958007,0.1992443921660097,0.1886047532955189,0.10468880190790374,0.6103178879310345
0.26370823814710204,0.2727498352401733,0.24069908979091084,0.22284283682181388,0.5891702586206896,0.2493079009646801,0.2554580697611259,0.1998338060835408,0.18782825359151564,0.10757196959913763,0.6126077586206896
0.2627978357922432,0.27796706448535663,0.2374646927991293,0.2217704069232709,0.5968480603448276,0.24461673466367692,0.259988632658841,0.19833389235426663,0.1872930787019059,0.10976766162130959,0.6173221982758621
0.26080676609183157,0.27951262453205333,0.23775588093449274,0.22192472844162237,0.5805495689655172,0.2469081430031074,0.2577471919339527,0.19849112430822607,0.18700449318180595,0.10984904757290787,0.6089709051724138
0.26417806156105605,0.27534091229210667,0.2384423624693089,0.22203866367752847,0.5924030172413793,0.24982001914995533,0.25605803069514854,0.19989954022694983,0.18842735134364222,0.10579505858430402,0.6134159482758621
0.2660532746173828,0.2746369561489587,0.23781948375264428,0.22149028548101407,0.5905172413793104,0.25035784188898136,0.25520956856386595,0.19802084971773173,0.1895132384802653,0.10689850134915568,0.6139547413793104
